producto,precio_max,precio_frec,precio_min,fecha,destino,origen,edo_destino,obs
Maiz blanco,5.30,5.30,5.20,07/08/2013, central de abasto de toluca,méxico,méxico,PRECIO POR TONELADA
Maiz blanco,4.80,4.80,4.60,07/08/2013, mercado de abasto de morelia,michoacán,michoacán,
Maiz blanco,5.80,5.50,5.00,07/08/2013, módulo de abasto de reynosa,nuevo león,tamaulipas,
Maiz blanco,5.80,5.50,5.50,07/08/2013," mercado de abasto ""francisco i. madero"" de hermosillo",sinaloa,sonora,
Maiz blanco,5.00,4.00,4.00,07/08/2013, módulo de abasto de oaxaca,sinaloa,oaxaca,
Maiz blanco,5.00,4.50,4.50,07/08/2013, central de abasto de puebla,sinaloa,puebla,
Maiz blanco,4.70,4.70,4.60,07/08/2013, mercado de abasto de querétaro,sinaloa,querétaro,
Maiz blanco,5.40,5.40,5.20,07/08/2013, central de abasto de villahermosa,sinaloa,tabasco,
Maiz blanco,6.20,6.10,6.00,07/08/2013, centro de distribución y abasto de gómez palacio,sinaloa,durango,
Maiz blanco,5.40,5.20,5.20,07/08/2013, central de abasto de ecatepec,sinaloa,méxico,
Maiz blanco,6.00,5.90,5.80,07/08/2013," central de abasto de la laguna, torreón",sinaloa,coahuila,
Maiz blanco,5.40,5.40,5.20,07/08/2013, central de abasto de iztapalapa df,sinaloa,df,
Maiz blanco,6.00,5.00,5.00,07/08/2013, central de abasto de león,sinaloa,guanajuato,
Maiz blanco,4.00,4.00,4.00,07/08/2013, central de abasto de culiacán,sinaloa,sinaloa,
Maiz blanco,7.00,6.00,5.00,07/08/2013," módulo de abasto de tampico, madero y altamira",sinaloa,tamaulipas,
Maiz blanco,5.70,5.70,5.70,07/08/2013, central de abasto de villahermosa,tabasco,tabasco,
Maiz blanco,5.00,4.50,4.30,01/07/2009, central de abasto de tuxtla gutiérrez,chiapas,chiapas,
Maiz blanco,4.20,4.00,4.00,01/07/2009, central de abasto de villahermosa,chiapas,tabasco,
Maiz blanco,4.00,4.00,4.00,01/07/2009, central de abasto de chihuahua,chihuahua,chihuahua,COSTAL DE 50 KGS.
Maiz blanco,3.50,3.50,3.20,01/07/2009," central de abasto ""francisco villa""",durango,durango,
Maiz blanco,3.25,3.23,3.23,01/07/2009, centro de abasto de san luis potosí,guanajuato,san luis potosí,
Maiz blanco,4.00,4.00,3.70,01/07/2009, central de abasto de león,guanajuato,guanajuato,
Maiz blanco,3.00,3.00,2.90,01/07/2009," mercado de abasto de celaya (""benito juárez"")",guanajuato,guanajuato,
Maiz blanco,3.50,3.50,3.50,01/07/2009, mercado de abasto de guadalajara,jalisco,jalisco,
Maiz blanco,3.90,3.90,3.90,01/07/2009, mercado de abasto de querétaro,jalisco,querétaro,
Maiz blanco,6.50,6.20,5.40,07/08/2013," central de abasto de guadalupe, nvo. león",tamaulipas,nuevo león,
Maiz blanco,5.70,5.30,5.30,07/08/2013," mercado de abasto ""estrella"" de san nicolás de los garza",tamaulipas,nuevo león,
Maiz blanco,5.50,5.20,5.00,07/08/2013, otros centros mayoristas de xalapa,veracruz,veracruz,
Maiz blanco,5.00,4.50,4.50,07/08/2013, central de abasto de minatitlán,veracruz,veracruz,
Maiz blanco,5.40,5.40,5.30,07/08/2013, central de abasto de villahermosa,yucatán,tabasco,
Maiz blanco,4.80,4.80,4.80,07/08/2013, mercado de abasto de zacatecas,zacatecas,zacatecas,
Maiz blanco,3.60,3.60,3.60,01/07/2009, central de abasto de culiacán,jalisco,sinaloa,
Maiz blanco,3.30,3.20,3.20,01/07/2009, central de abasto de toluca,méxico,méxico,PRECIO POR TONELADA
Maiz blanco,4.20,4.00,3.80,01/07/2009, central de abasto de iztapalapa df,méxico,df,
Maiz blanco,3.80,3.80,3.50,01/07/2009, mercado de abasto de morelia,michoacán,michoacán,
Maiz blanco,4.00,3.80,3.80,01/07/2009," central de abasto ""francisco villa""",sinaloa,durango,
Maiz blanco,3.70,3.50,3.50,01/07/2009, módulo de abasto de oaxaca,sinaloa,oaxaca,
Maiz blanco,4.10,4.00,3.90,01/07/2009, central de abasto de iztapalapa df,sinaloa,df,
Maiz blanco,5.50,5.50,5.50,01/07/2009, unión de comerciantes de la paz,sinaloa,baja california sur,
Maiz blanco,4.50,4.40,4.20,01/07/2009," central de abasto de la laguna, torreón",sinaloa,coahuila,
Maiz blanco,3.70,3.60,3.60,01/07/2009, central de abasto de ecatepec,sinaloa,méxico,
Maiz blanco,4.50,4.50,4.50,01/07/2009, central de abasto de mérida,sinaloa,yucatán,
Maiz blanco,4.40,4.30,4.30,01/07/2009, centro de distribución y abasto de gómez palacio,sinaloa,durango,
Maiz blanco,4.00,4.00,4.00,01/07/2009, módulo de abasto irapuato,sinaloa,guanajuato,
Maiz blanco,4.50,4.50,4.50,01/07/2009," central de abasto de guadalupe, nvo. león",sinaloa,nuevo león,
Maiz blanco,3.90,3.90,3.80,01/07/2009, central de abasto de puebla,sinaloa,puebla,
Maiz blanco,5.20,5.20,5.10,01/07/2009," mercado de abasto ""francisco i. madero"" de hermosillo",sonora,sonora,
Maiz blanco,4.00,4.00,4.00,01/07/2009," mercado de abasto ""estrella"" de san nicolás de los garza",tamaulipas,nuevo león,
Maiz blanco,4.00,4.00,3.80,01/07/2009, otros centros mayoristas de xalapa,veracruz,veracruz,
Maiz blanco,3.50,3.50,3.50,01/07/2009, mercado de abasto de zacatecas,zacatecas,zacatecas,
Maiz blanco,4.50,4.30,4.30,02/07/2008, central de abasto de mérida,campeche,yucatán,
Maiz blanco,3.50,3.50,3.30,02/07/2008, central de abasto de tuxtla gutiérrez,chiapas,chiapas,
Maiz blanco,4.00,4.00,4.00,02/07/2008, central de abasto de chihuahua,chihuahua,chihuahua,COSTAL DE 50 KGS.
Maiz blanco,4.50,4.00,4.00,02/07/2008, central de abasto de león,guanajuato,guanajuato,
Maiz blanco,4.60,4.50,4.50,02/07/2008," mercado de abasto ""francisco i. madero"" de hermosillo",importación,sonora,
Maiz blanco,3.60,3.50,3.50,02/07/2008, mercado de abasto de guadalajara,jalisco,jalisco,
Maiz blanco,3.90,3.90,3.80,02/07/2008, mercado de abasto de querétaro,jalisco,querétaro,
Maiz blanco,3.90,3.80,3.70,02/07/2008, central de abasto de iztapalapa df,méxico,df,
Maiz blanco,3.50,3.50,3.40,02/07/2008, central de abasto de toluca,méxico,méxico,PRECIO POR TONELADA
Maiz blanco,3.50,3.50,3.00,02/07/2008, mercado de abasto de morelia,michoacán,michoacán,
Maiz blanco,4.00,3.70,3.50,02/07/2008, central de abasto de villahermosa,nacional,tabasco,
Maiz blanco,3.50,3.40,3.30,02/07/2008, central de abasto de puebla,puebla,puebla,
Maiz blanco,3.66,3.60,3.60,02/07/2008, centro de abasto de san luis potosí,sinaloa,san luis potosí,
Maiz blanco,3.84,3.80,3.70,02/07/2008, módulo de abasto de oaxaca,sinaloa,oaxaca,
Maiz blanco,3.80,3.70,3.70,02/07/2008, central de abasto de ecatepec,sinaloa,méxico,
Maiz blanco,3.70,3.70,3.50,02/07/2008," central de abasto ""francisco villa""",sinaloa,durango,El precio mínimo es para ventas por toneladas.
Maiz blanco,3.50,3.50,3.50,02/07/2008, unión de comerciantes de la paz,sinaloa,baja california sur,
Maiz blanco,3.80,3.80,3.80,02/07/2008," central de abasto de la laguna, torreón",sinaloa,coahuila,
Maiz blanco,3.90,3.90,3.80,02/07/2008, central de abasto de iztapalapa df,sinaloa,df,
Maiz blanco,3.50,3.50,3.50,02/07/2008, módulo de abasto irapuato,sinaloa,guanajuato,
Maiz blanco,3.20,3.20,3.20,02/07/2008, central de abasto de culiacán,sinaloa,sinaloa,
Maiz blanco,3.60,3.60,3.60,02/07/2008, otros centros mayoristas de xalapa,sinaloa,veracruz,
Maiz blanco,4.20,4.20,4.20,02/07/2008, centro de distribución y abasto de gómez palacio,sinaloa,durango,
Maiz blanco,4.60,4.00,4.00,02/07/2008," central de abasto de guadalupe, nvo. león",tamaulipas,nuevo león,
Maiz blanco,4.50,4.50,4.00,02/07/2008," mercado de abasto ""estrella"" de san nicolás de los garza",tamaulipas,nuevo león,
Maiz blanco,3.50,3.50,3.50,02/07/2008, mercado de abasto de zacatecas,zacatecas,zacatecas,
Maiz blanco,3.80,3.80,3.50,02/07/2008, centro comercial agropecuario de aguascalientes,zacatecas,aguascalientes,
Maiz blanco,2.50,2.30,2.30,04/08/2004, centro comercial agropecuario de aguascalientes,aguascalientes,aguascalientes,
Maiz blanco,3.10,3.10,3.00,04/08/2004, unión de comerciantes de la paz,baja california sur,baja california sur,
Maiz blanco,3.00,3.00,2.50,04/08/2004, central de abasto de tuxtla gutiérrez,chiapas,chiapas,
Maiz blanco,2.40,2.20,2.20,04/08/2004, módulo de abasto de oaxaca,chiapas,oaxaca,
Maiz blanco,2.80,2.70,2.70,04/08/2004, centro de distribución y abasto de gómez palacio,chihuahua,durango,
Maiz blanco,2.40,2.40,2.40,04/08/2004, central de abasto de chihuahua,chihuahua,chihuahua,
Maiz blanco,2.60,2.50,2.50,04/08/2004," central de abasto de la laguna, torreón",chihuahua,coahuila,
Maiz blanco,2.40,2.30,2.30,04/08/2004, central de abasto de pachuca,distrito federal,hidalgo,
Maiz blanco,2.20,2.20,2.10,04/08/2004," central de abasto ""francisco villa""",durango,durango,
Maiz blanco,2.70,2.70,2.50,04/08/2004, módulo de abasto irapuato,guanajuato,guanajuato,
Maiz blanco,2.00,2.00,1.98,04/08/2004, centro de abasto de san luis potosí,guanajuato,san luis potosí,
Maiz blanco,2.50,2.50,2.40,04/08/2004, central de abasto de león,guanajuato,guanajuato,
Maiz blanco,2.20,2.20,2.20,04/08/2004, mercado de abasto de guadalajara,jalisco,jalisco,
Maiz blanco,3.00,3.00,2.80,04/08/2004, nayarabastos de tepic,jalisco,nayarit,
Maiz blanco,2.70,2.60,2.50,04/08/2004, mercado de abasto de querétaro,jalisco,querétaro,
Maiz blanco,2.40,2.40,2.30,04/08/2004, central de abasto de ecatepec,méxico,méxico,
Maiz blanco,2.50,2.40,2.40,04/08/2004, central de abasto de iztapalapa df,méxico,df,
Maiz blanco,2.20,2.20,2.00,04/08/2004, mercado de abasto de morelia,michoacán,michoacán,
Maiz blanco,2.20,2.20,2.10,04/08/2004," central de abasto ""francisco villa""",sinaloa,durango,
Maiz blanco,2.80,2.70,2.70,04/08/2004," mercado de abasto ""francisco i. madero"" de hermosillo",sinaloa,sonora,
Maiz blanco,3.00,3.00,3.00,04/08/2004, central de abasto de culiacán,sinaloa,sinaloa,
Maiz blanco,2.20,2.20,2.20,04/08/2004, otros centros mayoristas de xalapa,sinaloa,veracruz,
Maiz blanco,3.00,2.50,2.10,04/08/2004," mercado de abasto ""estrella"" de san nicolás de los garza",tamaulipas,nuevo león,
Maiz blanco,3.00,2.53,2.15,04/08/2004," central de abasto de guadalupe, nvo. león",tamaulipas,nuevo león,
Maiz blanco,2.30,2.30,2.30,04/08/2004, central de abasto de puebla,tlaxcala,puebla,
Maiz blanco,2.50,2.00,2.00,04/08/2004," módulo de abasto de tampico, madero y altamira",veracruz,tamaulipas,
Maiz blanco,2.50,2.50,2.50,04/08/2004, central de abasto de mérida,yucatán,yucatán,
Maiz blanco,2.50,2.50,2.50,05/07/2006, central de abasto de mérida,campeche,yucatán,
Maiz blanco,2.52,2.50,2.40,05/07/2006, central de abasto de villahermosa,chiapas,tabasco,
Maiz blanco,2.50,2.50,2.00,05/07/2006, módulo de abasto de oaxaca,chiapas,oaxaca,
Maiz blanco,3.00,3.00,3.00,05/07/2006, central de abasto de tuxtla gutiérrez,chiapas,chiapas,
Maiz blanco,2.60,2.60,2.60,05/07/2006, central de abasto de chihuahua,chihuahua,chihuahua,
Maiz blanco,2.50,2.40,2.40,05/07/2006," central de abasto de la laguna, torreón",chihuahua,coahuila,
Maiz blanco,2.60,2.50,2.50,05/07/2006, centro de distribución y abasto de gómez palacio,chihuahua,durango,
Maiz blanco,2.30,2.30,2.00,05/07/2006," central de abasto ""francisco villa""",durango,durango,El precio minimo es para ventas por toneladas.
Maiz blanco,3.40,3.20,3.20,05/07/2006, módulo de abasto irapuato,guanajuato,guanajuato,
Maiz blanco,2.70,2.60,2.60,05/07/2006, central de abasto de ecatepec,hidalgo,méxico,
Maiz blanco,4.00,4.00,3.50,05/07/2006, unión de comerciantes de la paz,jalisco,baja california sur,
Maiz blanco,2.40,2.40,2.30,05/07/2006, mercado de abasto de querétaro,jalisco,querétaro,
Maiz blanco,2.30,2.30,2.30,05/07/2006, mercado de abasto de guadalajara,jalisco,jalisco,
Maiz blanco,2.20,2.20,2.13,05/07/2006, centro de abasto de san luis potosí,jalisco,san luis potosí,
Maiz blanco,2.70,2.70,2.70,05/07/2006, central de abasto de ecatepec,méxico,méxico,
Maiz blanco,2.50,2.00,2.00,05/07/2006, módulo de abasto de reynosa,méxico,tamaulipas,
Maiz blanco,2.50,2.50,2.30,05/07/2006, mercado de abasto de morelia,michoacán,michoacán,directo del productor
Maiz blanco,2.50,2.40,2.30,05/07/2006, central de abasto de puebla,puebla,puebla,
Maiz blanco,3.00,3.00,3.00,05/07/2006, central de abasto de culiacán,sinaloa,sinaloa,
Maiz blanco,2.80,2.70,2.70,05/07/2006, central de abasto de ecatepec,sinaloa,méxico,
Maiz blanco,2.50,2.25,2.00,05/07/2006, centro comercial agropecuario de aguascalientes,sinaloa,aguascalientes,
Maiz blanco,2.60,2.60,2.50,05/07/2006, central de abasto de iztapalapa df,sinaloa,df,
Maiz blanco,2.40,2.40,2.40,05/07/2006," central de abasto ""francisco villa""",sinaloa,durango,
Maiz blanco,2.50,2.30,2.20,05/07/2006, central de abasto de león,sinaloa,guanajuato,
Maiz blanco,2.90,2.90,2.80,05/07/2006," mercado de abasto ""francisco i. madero"" de hermosillo",sonora,sonora,
Maiz blanco,3.00,2.70,2.40,05/07/2006," mercado de abasto ""estrella"" de san nicolás de los garza",tamaulipas,nuevo león,
Maiz blanco,2.80,2.50,2.50,05/07/2006," central de abasto de guadalupe, nvo. león",tamaulipas,nuevo león,
Maiz blanco,2.50,2.00,2.00,05/07/2006," módulo de abasto de tampico, madero y altamira",veracruz,tamaulipas,
Maiz blanco,2.30,2.30,2.30,05/07/2006, otros centros mayoristas de xalapa,veracruz,veracruz,
Maiz blanco,2.30,2.30,2.30,05/07/2006, mercado de abasto de zacatecas,zacatecas,zacatecas,
Maiz blanco,2.20,2.10,2.00,06/07/2005, módulo de abasto de oaxaca,chiapas,oaxaca,
Maiz blanco,3.50,3.50,3.50,06/07/2005, central de abasto de tuxtla gutiérrez,chiapas,chiapas,
Maiz blanco,2.40,2.40,2.40,06/07/2005, central de abasto de chihuahua,chihuahua,chihuahua,
Maiz blanco,2.50,2.40,2.40,06/07/2005," central de abasto de la laguna, torreón",chihuahua,coahuila,
Maiz blanco,2.50,2.40,2.40,06/07/2005, centro de distribución y abasto de gómez palacio,chihuahua,durango,
Maiz blanco,2.30,2.20,2.20,06/07/2005, central de abasto de pachuca,distrito federal,hidalgo,
Maiz blanco,2.00,1.90,1.90,06/07/2005," central de abasto ""francisco villa""",durango,durango,Precio por tonelada                                                                                 
Maiz blanco,2.20,2.00,2.00,06/07/2005, central de abasto de león,guanajuato,guanajuato,
Maiz blanco,2.50,2.50,2.50,06/07/2005, módulo de abasto irapuato,guanajuato,guanajuato,
Maiz blanco,2.20,2.15,2.15,06/07/2005, central de abasto de ecatepec,hidalgo,méxico,
Maiz blanco,1.90,1.90,1.90,06/07/2005, mercado de abasto de guadalajara,jalisco,jalisco,
Maiz blanco,2.60,2.50,2.50,06/07/2005, mercado de abasto de querétaro,jalisco,querétaro,
Maiz blanco,2.40,1.80,1.80,06/07/2005, nayarabastos de tepic,jalisco,nayarit,
Maiz blanco,2.60,2.40,2.20,06/07/2005, central de abasto de aguascalientes,jalisco,aguascalientes,
Maiz blanco,3.20,3.20,3.10,06/07/2005, unión de comerciantes de la paz,jalisco,baja california sur,
Maiz blanco,2.20,2.20,2.20,06/07/2005, central de abasto de iztapalapa df,méxico,df,
Maiz blanco,2.60,2.60,2.50,06/07/2005, mercado de abasto de morelia,michoacán,michoacán,
Maiz blanco,2.00,2.00,1.80,06/07/2005, central de abasto de puebla,puebla,puebla,
Maiz blanco,2.10,2.10,2.10,06/07/2005, otros centros mayoristas de xalapa,sinaloa,veracruz,
Maiz blanco,2.10,2.10,2.10,06/07/2005," central de abasto ""francisco villa""",sinaloa,durango,
Maiz blanco,2.30,2.10,1.90,06/07/2005, centro comercial agropecuario de aguascalientes,sinaloa,aguascalientes,
Maiz blanco,1.83,1.83,1.83,06/07/2005, centro de abasto de san luis potosí,sinaloa,san luis potosí,
Maiz blanco,3.00,3.00,3.00,06/07/2005, central de abasto de culiacán,sinaloa,sinaloa,
Maiz blanco,2.90,2.90,2.80,06/07/2005," mercado de abasto ""francisco i. madero"" de hermosillo",sinaloa,sonora,
Maiz blanco,1.85,1.85,1.85,06/07/2005, centro de abasto de san luis potosí,tamaulipas,san luis potosí,
Maiz blanco,2.50,2.50,2.30,06/07/2005," mercado de abasto ""estrella"" de san nicolás de los garza",tamaulipas,nuevo león,
Maiz blanco,2.50,2.50,2.20,06/07/2005," central de abasto de guadalupe, nvo. león",tamaulipas,nuevo león,
Maiz blanco,2.50,2.00,2.00,06/07/2005," módulo de abasto de tampico, madero y altamira",veracruz,tamaulipas,
Maiz blanco,2.50,2.50,2.50,06/07/2005, central de abasto de mérida,yucatán,yucatán,
Maiz blanco,2.30,2.00,2.00,07/07/2004, centro comercial agropecuario de aguascalientes,aguascalientes,aguascalientes,
Maiz blanco,3.10,3.10,3.00,07/07/2004, unión de comerciantes de la paz,baja california sur,baja california sur,
Maiz blanco,3.00,3.00,3.00,07/07/2004, central de abasto de tuxtla gutiérrez,chiapas,chiapas,
Maiz blanco,2.50,2.40,2.30,07/07/2004, módulo de abasto de oaxaca,chiapas,oaxaca,
Maiz blanco,2.40,2.40,2.40,07/07/2004, central de abasto de chihuahua,chihuahua,chihuahua,
Maiz blanco,2.40,2.40,2.30,07/07/2004," central de abasto de la laguna, torreón",chihuahua,coahuila,
Maiz blanco,2.60,2.50,2.50,07/07/2004, centro de distribución y abasto de gómez palacio,chihuahua,durango,
Maiz blanco,2.30,2.30,2.30,07/07/2004, central de abasto de pachuca,distrito federal,hidalgo,
Maiz blanco,2.00,1.95,1.95,07/07/2004," central de abasto ""francisco villa""",durango,durango,
Maiz blanco,2.70,2.70,2.70,07/07/2004, módulo de abasto irapuato,guanajuato,guanajuato,
Maiz blanco,2.10,2.00,2.00,07/07/2004, centro de abasto de san luis potosí,guanajuato,san luis potosí,
Maiz blanco,2.20,2.20,2.20,07/07/2004, central de abasto de león,guanajuato,guanajuato,
Maiz blanco,2.70,2.50,2.50,07/07/2004, mercado de abasto de querétaro,jalisco,querétaro,
Maiz blanco,2.20,2.20,2.20,07/07/2004, mercado de abasto de guadalajara,jalisco,jalisco,
Maiz blanco,2.35,2.35,2.30,07/07/2004, mercado de abasto 'adolfo lópez mateos' de tepic,jalisco,nayarit,
Maiz blanco,2.35,2.30,2.30,07/07/2004, central de abasto de ecatepec,méxico,méxico,
Maiz blanco,2.20,2.20,2.00,07/07/2004, mercado de abasto de morelia,michoacán,michoacán,
Maiz blanco,2.50,2.40,2.40,07/07/2004, central de abasto de iztapalapa df,sinaloa,df,
Maiz blanco,2.00,2.00,1.95,07/07/2004," central de abasto ""francisco villa""",sinaloa,durango,
Maiz blanco,2.20,2.20,2.20,07/07/2004, otros centros mayoristas de xalapa,sinaloa,veracruz,
Maiz blanco,3.00,3.00,3.00,07/07/2004, central de abasto de culiacán,sinaloa,sinaloa,
Maiz blanco,2.80,2.70,2.70,07/07/2004," mercado de abasto ""francisco i. madero"" de hermosillo",sinaloa,sonora,
Maiz blanco,2.53,2.40,2.40,07/07/2004," central de abasto de guadalupe, nvo. león",tamaulipas,nuevo león,
Maiz blanco,3.00,2.30,2.20,07/07/2004," mercado de abasto ""estrella"" de san nicolás de los garza",tamaulipas,nuevo león,
Maiz blanco,2.30,2.30,2.30,07/07/2004, central de abasto de puebla,tlaxcala,puebla,
Maiz blanco,2.50,2.00,2.00,07/07/2004," módulo de abasto de tampico, madero y altamira",veracruz,tamaulipas,
Maiz blanco,4.50,4.50,4.30,05/08/2009, central de abasto de tuxtla gutiérrez,chiapas,chiapas,
Maiz blanco,4.20,4.10,4.00,05/08/2009, central de abasto de villahermosa,chiapas,tabasco,
Maiz blanco,4.00,4.00,4.00,05/08/2009, central de abasto de chihuahua,chihuahua,chihuahua,COSTAL DE 50 KGS.
Maiz blanco,3.80,3.80,3.40,05/08/2009," central de abasto ""francisco villa""",durango,durango,El precio mínimo es para ventas por toneladas.
Maiz blanco,3.50,3.00,3.00,05/08/2009," mercado de abasto de celaya (""benito juárez"")",guanajuato,guanajuato,
Maiz blanco,4.00,3.50,3.50,05/08/2009, central de abasto de león,guanajuato,guanajuato,
Maiz blanco,3.25,3.20,3.20,05/08/2009, centro de abasto de san luis potosí,guanajuato,san luis potosí,
Maiz blanco,3.80,3.80,3.80,05/08/2009, central de abasto de culiacán,jalisco,sinaloa,
Maiz blanco,3.90,3.90,3.90,05/08/2009, mercado de abasto de querétaro,jalisco,querétaro,
Maiz blanco,3.50,3.50,3.50,05/08/2009, mercado de abasto de guadalajara,jalisco,jalisco,
Maiz blanco,2.50,2.50,2.50,07/07/2004, central de abasto de mérida,yucatán,yucatán,
Maiz blanco,3.40,3.30,3.30,05/08/2009, central de abasto de toluca,méxico,méxico,PRECIO POR TONELADA
Maiz blanco,3.80,3.80,3.80,05/08/2009, central de abasto de ecatepec,méxico,méxico,
Maiz blanco,4.00,3.80,3.80,05/08/2009, central de abasto de iztapalapa df,méxico,df,
Maiz blanco,3.80,3.80,3.50,05/08/2009, mercado de abasto de morelia,michoacán,michoacán,
Maiz blanco,4.00,4.00,4.00,05/08/2009, módulo de abasto irapuato,sinaloa,guanajuato,
Maiz blanco,3.70,3.60,3.60,05/08/2009, central de abasto de ecatepec,sinaloa,méxico,
Maiz blanco,4.00,3.80,3.80,05/08/2009, central de abasto de iztapalapa df,sinaloa,df,
Maiz blanco,4.40,4.40,4.30,05/08/2009, centro de distribución y abasto de gómez palacio,sinaloa,durango,
Maiz blanco,4.00,4.00,3.80,05/08/2009," central de abasto ""francisco villa""",sinaloa,durango,
Maiz blanco,4.10,4.10,4.10,05/08/2009," central de abasto de guadalupe, nvo. león",sinaloa,nuevo león,
Maiz blanco,4.60,4.50,4.20,05/08/2009," central de abasto de la laguna, torreón",sinaloa,coahuila,
Maiz blanco,5.50,5.50,5.50,05/08/2009, unión de comerciantes de la paz,sinaloa,baja california sur,
Maiz blanco,4.00,3.80,3.50,05/08/2009, módulo de abasto de oaxaca,sinaloa,oaxaca,
Maiz blanco,4.00,3.90,3.80,05/08/2009, central de abasto de puebla,sinaloa,puebla,
Maiz blanco,4.50,4.50,4.50,05/08/2009, central de abasto de mérida,sinaloa,yucatán,
Maiz blanco,5.00,5.00,4.80,05/08/2009," mercado de abasto ""francisco i. madero"" de hermosillo",sonora,sonora,
Maiz blanco,4.10,4.10,4.10,05/08/2009," mercado de abasto ""estrella"" de san nicolás de los garza",tamaulipas,nuevo león,
Maiz blanco,4.00,4.00,3.80,05/08/2009, otros centros mayoristas de xalapa,veracruz,veracruz,
Maiz blanco,3.50,3.50,3.50,05/08/2009, mercado de abasto de zacatecas,zacatecas,zacatecas,
Maiz blanco,2.50,2.20,2.20,02/07/2003, centro comercial agropecuario de aguascalientes,aguascalientes,aguascalientes,
Maiz blanco,3.00,2.70,2.70,02/07/2003, unión de comerciantes de la paz,baja california sur,baja california sur,
Maiz blanco,2.50,2.50,2.50,02/07/2003, central de abasto de tuxtla gutiérrez,chiapas,chiapas,
Maiz blanco,2.30,2.20,2.20,02/07/2003, centro de distribución y abasto de gómez palacio,chihuahua,durango,
Maiz blanco,2.40,2.30,2.30,02/07/2003," central de abasto de la laguna, torreón",chihuahua,coahuila,
Maiz blanco,2.40,2.40,2.40,02/07/2003, central de abasto de chihuahua,chihuahua,chihuahua,
Maiz blanco,2.20,2.20,2.10,02/07/2003, central de abasto de pachuca,distrito federal,hidalgo,
Maiz blanco,2.00,2.00,1.97,02/07/2003, centro de abasto de san luis potosí,guanajuato,san luis potosí,
Maiz blanco,2.20,2.20,2.10,02/07/2003, central de abasto de león,guanajuato,guanajuato,
Maiz blanco,2.50,2.50,2.00,02/07/2003, módulo de abasto irapuato,guanajuato,guanajuato,
Maiz blanco,2.50,2.50,2.30,02/07/2003, central de abasto de ecatepec,hidalgo,méxico,
Maiz blanco,2.00,1.80,1.80,02/07/2003, nayarabastos de tepic,jalisco,nayarit,
Maiz blanco,2.40,2.20,2.20,02/07/2003, mercado de abasto de querétaro,jalisco,querétaro,
Maiz blanco,1.90,1.90,1.90,02/07/2003, mercado de abasto de guadalajara,jalisco,jalisco,
Maiz blanco,2.30,2.30,2.25,02/07/2003, central de abasto de iztapalapa df,méxico,df,
Maiz blanco,2.00,1.90,1.80,02/07/2003, mercado de abasto de morelia,michoacán,michoacán,
Maiz blanco,2.50,1.80,1.80,02/07/2003, mercado de abasto 'adolfo lópez mateos' de tepic,nayarit,nayarit,
Maiz blanco,2.50,2.50,2.00,02/07/2003," central de abasto ""francisco villa""",sinaloa,durango,
Maiz blanco,3.00,3.00,3.00,02/07/2003, central de abasto de culiacán,sinaloa,sinaloa,
Maiz blanco,2.20,2.20,2.20,02/07/2003, otros centros mayoristas de xalapa,sinaloa,veracruz,
Maiz blanco,2.50,2.40,2.30,02/07/2003," mercado de abasto ""francisco i. madero"" de hermosillo",sonora,sonora,
Maiz blanco,2.60,2.50,2.25,02/07/2003," central de abasto de guadalupe, nvo. león",tamaulipas,nuevo león,
Maiz blanco,2.50,2.50,2.20,02/07/2003," mercado de abasto ""estrella"" de san nicolás de los garza",tamaulipas,nuevo león,
Maiz blanco,2.20,2.20,2.20,02/07/2003, central de abasto de puebla,tlaxcala,puebla,
Maiz blanco,2.50,2.00,2.00,02/07/2003," módulo de abasto de tampico, madero y altamira",veracruz,tamaulipas,
Maiz blanco,2.50,2.50,2.50,02/07/2003, central de abasto de mérida,yucatán,yucatán,
Maiz blanco,2.10,1.85,1.85,04/07/2001, centro comercial agropecuario de aguascalientes,aguascalientes,aguascalientes,
Maiz blanco,3.00,2.50,2.50,04/07/2001, central de abasto de tuxtla gutiérrez,chiapas,chiapas,
Maiz blanco,2.40,2.40,2.30,04/07/2001, centro de distribución y abasto de gómez palacio,chihuahua,durango,
Maiz blanco,2.30,2.20,2.20,04/07/2001," central de abasto de la laguna, torreón",chihuahua,coahuila,
Maiz blanco,2.00,2.00,2.00,04/07/2001, otros centros mayoristas de xalapa,distrito federal,veracruz,
Maiz blanco,2.70,2.50,2.50,04/07/2001, módulo de abasto irapuato,guanajuato,guanajuato,
Maiz blanco,2.00,1.90,1.90,04/07/2001, mercado de abasto de querétaro,guanajuato,querétaro,
Maiz blanco,2.20,2.00,2.00,04/07/2001, unión de comerciantes de la paz,jalisco,baja california sur,
Maiz blanco,1.80,1.70,1.70,04/07/2001, mercado de abasto de guadalajara,jalisco,jalisco,
Maiz blanco,2.00,2.00,2.00,04/07/2001, centro de abasto de san luis potosí,jalisco,san luis potosí,
Maiz blanco,2.20,2.10,2.00,04/07/2001, central de abasto de ecatepec,méxico,méxico,
Maiz blanco,2.10,2.00,2.00,04/07/2001, central de abasto de iztapalapa df,méxico,df,
Maiz blanco,1.80,1.80,1.75,04/07/2001, mercado de abasto de morelia,michoacán,michoacán,
Maiz blanco,2.00,2.00,2.00,04/07/2001, nayarabastos de tepic,nayarit,nayarit,
Maiz blanco,2.00,2.00,1.80,04/07/2001, mercado de abasto 'adolfo lópez mateos' de tepic,nayarit,nayarit,
